origin,destination,departure_at,airline,flight_number,price,expires_at,requested_at
LED,SVX,2021-07-14T04:40:00Z,7R,291,9214,2021-03-07T00:50:05Z,21-03-06T10:28:54Z
LED,SVX,2021-07-16T13:40:00Z,FV,6403,9902,2021-03-06T16:17:44Z,21-03-06T10:28:54Z
LED,SVX,2021-07-18T21:15:00Z,FV,6401,9902,2021-03-08T12:22:31Z,21-03-06T10:28:54Z
LED,SVX,2021-07-19T08:10:00Z,U6,365,10291,2021-03-08T12:22:31Z,21-03-06T10:28:54Z
LED,SVX,2021-07-21T13:40:00Z,FV,6403,9902,2021-03-07T18:13:48Z,21-03-06T10:28:54Z
LED,SVX,2021-07-23T21:15:00Z,FV,6401,9902,2021-03-07T12:57:39Z,21-03-06T10:28:54Z
LED,SVX,2021-07-24T11:15:00Z,FV,6029,11492,2021-03-07T12:57:39Z,21-03-06T10:28:54Z
LED,SVX,2021-08-01T21:15:00Z,FV,6401,9902,2021-03-08T11:31:37Z,21-03-06T10:28:54Z
LED,SVX,2021-08-02T13:40:00Z,FV,6403,9902,2021-03-07T09:00:11Z,21-03-06T10:28:54Z
LED,SVX,2021-08-05T21:15:00Z,FV,6401,9902,2021-03-08T17:30:18Z,21-03-06T10:28:54Z
LED,SVX,2021-08-06T19:50:00Z,FV,6021,11492,2021-03-07T09:57:31Z,21-03-06T10:28:54Z
LED,SVX,2021-08-07T13:40:00Z,FV,6403,9902,2021-03-07T09:56:30Z,21-03-06T10:28:54Z
LED,SVX,2021-08-08T05:05:00Z,FV,6017,16471,2021-03-08T15:20:13Z,21-03-06T10:28:54Z
LED,SVX,2021-08-09T13:40:00Z,FV,6403,9902,2021-03-07T00:15:52Z,21-03-06T10:28:54Z
LED,SVX,2021-08-13T21:15:00Z,FV,6401,9902,2021-03-08T03:57:18Z,21-03-06T10:28:54Z
LED,SVX,2021-08-14T05:20:00Z,7R,291,10222,2021-03-08T03:57:18Z,21-03-06T10:28:54Z
LED,SVX,2021-08-16T13:40:00Z,FV,6403,9902,2021-03-07T07:26:54Z,21-03-06T10:28:54Z
LED,SVX,2021-08-18T04:40:00Z,7R,291,9126,2021-03-08T11:03:30Z,21-03-06T10:28:54Z
LED,SVX,2021-08-21T13:40:00Z,FV,6403,9902,2021-03-07T19:37:29Z,21-03-06T10:28:54Z
LED,SVX,2021-09-01T20:55:00Z,DP,515,7415,2021-03-08T08:03:27Z,21-03-06T10:28:54Z
LED,SVX,2021-09-12T21:20:00Z,DP,1617,31409,2021-03-08T14:59:59Z,21-03-06T10:28:54Z
LED,SVX,2021-09-13T20:55:00Z,DP,515,7415,2021-03-08T14:59:59Z,21-03-06T10:28:54Z
LED,SVX,2021-09-28T20:55:00Z,DP,515,6104,2021-03-08T10:30:43Z,21-03-06T10:28:54Z
LED,SVX,2021-10-02T05:20:00Z,7R,291,6104,2021-03-06T17:36:19Z,21-03-06T10:28:54Z
LED,SVX,2021-10-13T20:55:00Z,DP,515,5930,2021-03-09T01:11:15Z,21-03-06T10:28:54Z
LED,SVX,2021-10-14T21:20:00Z,DP,1617,28232,2021-03-07T16:12:54Z,21-03-06T10:28:54Z
LED,SVX,2021-10-15T20:55:00Z,DP,515,7467,2021-03-07T16:12:54Z,21-03-06T10:28:54Z
LED,SVX,2021-10-16T05:20:00Z,7R,291,6301,2021-03-07T07:02:04Z,21-03-06T10:28:54Z
LED,SVX,2021-11-23T02:20:00Z,S7,1024,6014,2021-03-08T17:11:40Z,21-03-06T10:28:54Z
LED,SVX,2021-12-28T13:00:00Z,U6,60,10389,2021-03-06T14:00:34Z,21-03-06T10:28:54Z
LED,SVX,2021-12-30T13:00:00Z,U6,60,10389,2021-03-07T09:43:30Z,21-03-06T10:28:54Z
LED,SVX,2022-02-24T07:20:00Z,S7,1006,6014,2021-03-08T10:27:19Z,21-03-06T10:28:54Z
LED,AER,2021-03-06T19:25:00Z,DP,208,10208,2021-03-06T19:25:00Z,21-03-06T10:28:54Z
LED,AER,2021-03-07T14:30:00Z,S7,1014,8906,2021-03-07T14:30:00Z,21-03-06T10:28:54Z
LED,AER,2021-03-08T13:50:00Z,WZ,735,8037,2021-03-08T10:01:14Z,21-03-06T10:28:54Z
LED,AER,2021-03-09T19:55:00Z,S7,1020,6996,2021-03-06T14:54:58Z,21-03-06T10:28:54Z
LED,AER,2021-03-10T09:20:00Z,S7,1010,6996,2021-03-07T15:46:12Z,21-03-06T10:28:54Z
LED,AER,2021-03-11T02:25:00Z,S7,1024,6996,2021-03-08T20:31:59Z,21-03-06T10:28:54Z
LED,AER,2021-03-12T11:40:00Z,S7,1012,8906,2021-03-08T11:19:46Z,21-03-06T10:28:54Z
LED,AER,2021-03-13T19:55:00Z,S7,1020,6996,2021-03-09T06:20:54Z,21-03-06T10:28:54Z
LED,AER,2021-03-14T11:40:00Z,S7,1012,6996,2021-03-09T07:17:10Z,21-03-06T10:28:54Z
LED,AER,2021-03-15T17:10:00Z,S7,1016,6917,2021-03-08T10:16:05Z,21-03-06T10:28:54Z
LED,AER,2021-03-16T09:20:00Z,S7,1010,6958,2021-03-08T09:52:44Z,21-03-06T10:28:54Z
LED,AER,2021-03-17T11:40:00Z,S7,1012,6996,2021-03-08T09:30:11Z,21-03-06T10:28:54Z
LED,AER,2021-03-18T02:25:00Z,S7,1024,8906,2021-03-09T07:20:40Z,21-03-06T10:28:54Z
LED,AER,2021-03-19T03:00:00Z,U6,9801,10474,2021-03-08T19:19:18Z,21-03-06T10:28:54Z
LED,AER,2021-03-20T17:10:00Z,S7,1016,9769,2021-03-09T06:32:00Z,21-03-06T10:28:54Z
LED,AER,2021-03-21T19:55:00Z,S7,1020,9591,2021-03-08T18:23:49Z,21-03-06T10:28:54Z
LED,AER,2021-03-22T10:00:00Z,UT,370,8967,2021-03-09T05:33:57Z,21-03-06T10:28:54Z
LED,AER,2021-03-23T14:30:00Z,S7,1014,6958,2021-03-06T17:32:45Z,21-03-06T10:28:54Z
LED,AER,2021-03-24T19:55:00Z,S7,1020,7004,2021-03-06T21:08:55Z,21-03-06T10:28:54Z
LED,AER,2021-03-25T11:40:00Z,S7,1012,6958,2021-03-06T16:52:43Z,21-03-06T10:28:54Z
LED,AER,2021-03-26T11:40:00Z,S7,1012,8914,2021-03-06T20:46:52Z,21-03-06T10:28:54Z
LED,AER,2021-03-27T19:55:00Z,S7,1020,6917,2021-03-07T20:42:47Z,21-03-06T10:28:54Z
LED,AER,2021-03-28T13:50:00Z,WZ,735,6989,2021-03-07T15:56:00Z,21-03-06T10:28:54Z
LED,AER,2021-03-29T13:50:00Z,WZ,735,6612,2021-03-07T19:35:16Z,21-03-06T10:28:54Z
LED,AER,2021-03-30T04:50:00Z,WZ,703,6616,2021-03-08T19:22:05Z,21-03-06T10:28:54Z
LED,AER,2021-03-31T06:55:00Z,S7,1006,6958,2021-03-09T00:09:36Z,21-03-06T10:28:54Z
LED,AER,2021-04-01T09:20:00Z,S7,1028,6920,2021-03-08T12:06:53Z,21-03-06T10:28:54Z
LED,AER,2021-04-02T09:00:00Z,FV,6565,8010,2021-03-08T06:53:54Z,21-03-06T10:28:54Z
LED,AER,2021-04-03T16:30:00Z,S7,1016,7012,2021-03-08T12:44:18Z,21-03-06T10:28:54Z
LED,AER,2021-04-04T16:30:00Z,S7,1016,7012,2021-03-08T17:01:06Z,21-03-06T10:28:54Z
LED,AER,2021-04-05T17:55:00Z,S7,1018,6966,2021-03-08T23:26:17Z,21-03-06T10:28:54Z
LED,AER,2021-04-06T04:50:00Z,WZ,703,6989,2021-03-08T09:02:13Z,21-03-06T10:28:54Z
LED,AER,2021-04-07T06:55:00Z,S7,1006,7012,2021-03-08T19:50:32Z,21-03-06T10:28:54Z
LED,AER,2021-04-08T02:20:00Z,S7,1026,7012,2021-03-06T11:56:28Z,21-03-06T10:28:54Z
LED,AER,2021-04-09T14:10:00Z,S7,1014,7012,2021-03-08T17:43:16Z,21-03-06T10:28:54Z
LED,AER,2021-04-10T16:30:00Z,S7,1016,7012,2021-03-09T06:19:53Z,21-03-06T10:28:54Z
LED,AER,2021-04-11T14:10:00Z,S7,1014,7012,2021-03-09T06:12:56Z,21-03-06T10:28:54Z
LED,AER,2021-04-12T16:30:00Z,S7,1016,7012,2021-03-08T10:48:59Z,21-03-06T10:28:54Z
LED,AER,2021-04-13T02:20:00Z,S7,1026,6920,2021-03-08T13:00:58Z,21-03-06T10:28:54Z
LED,AER,2021-04-14T06:55:00Z,S7,1006,7012,2021-03-09T07:19:22Z,21-03-06T10:28:54Z
LED,AER,2021-04-15T02:20:00Z,S7,1026,7012,2021-03-08T21:28:14Z,21-03-06T10:28:54Z
LED,AER,2021-04-16T04:50:00Z,WZ,703,7822,2021-03-08T10:29:01Z,21-03-06T10:28:54Z
LED,AER,2021-04-17T17:55:00Z,S7,1018,7012,2021-03-08T22:50:39Z,21-03-06T10:28:54Z
LED,AER,2021-04-18T17:55:00Z,S7,1018,6966,2021-03-06T17:14:47Z,21-03-06T10:28:54Z
LED,AER,2021-04-19T06:55:00Z,S7,1006,6966,2021-03-07T20:23:13Z,21-03-06T10:28:54Z
LED,AER,2021-04-20T02:20:00Z,S7,1026,6966,2021-03-08T10:03:52Z,21-03-06T10:28:54Z
LED,AER,2021-04-21T06:55:00Z,S7,1006,7001,2021-03-08T12:10:07Z,21-03-06T10:28:54Z
LED,AER,2021-04-22T17:55:00Z,S7,1018,7012,2021-03-06T13:26:36Z,21-03-06T10:28:54Z
LED,AER,2021-04-23T02:20:00Z,S7,1026,8922,2021-03-07T20:27:55Z,21-03-06T10:28:54Z
LED,AER,2021-04-24T16:30:00Z,S7,1016,7012,2021-03-09T06:13:16Z,21-03-06T10:28:54Z
LED,AER,2021-04-25T09:20:00Z,S7,1028,7012,2021-03-08T22:41:07Z,21-03-06T10:28:54Z
LED,AER,2021-04-26T14:10:00Z,S7,1014,6920,2021-03-08T11:55:26Z,21-03-06T10:28:54Z
LED,AER,2021-04-27T17:55:00Z,S7,1018,7980,2021-03-07T09:20:17Z,21-03-06T10:28:54Z
LED,AER,2021-04-28T12:20:00Z,S7,1012,7980,2021-03-06T15:30:29Z,21-03-06T10:28:54Z
LED,AER,2021-04-29T02:20:00Z,S7,1026,8922,2021-03-06T20:20:06Z,21-03-06T10:28:54Z
LED,AER,2021-04-30T03:05:00Z,FV,6009,10817,2021-03-06T10:25:52Z,21-03-06T10:28:54Z
LED,AER,2021-05-01T04:55:00Z,UT,490,8309,2021-03-07T00:46:10Z,21-03-06T10:28:54Z
LED,AER,2021-05-02T04:55:00Z,UT,490,8325,2021-03-06T19:15:57Z,21-03-06T10:28:54Z
LED,AER,2021-05-03T04:55:00Z,UT,490,7690,2021-03-08T07:41:08Z,21-03-06T10:28:54Z
LED,AER,2021-05-04T04:50:00Z,WZ,703,8028,2021-03-07T17:58:20Z,21-03-06T10:28:54Z
LED,AER,2021-05-05T02:45:00Z,U6,547,7472,2021-03-08T19:45:10Z,21-03-06T10:28:54Z
LED,AER,2021-05-06T04:50:00Z,WZ,703,7660,2021-03-07T14:51:50Z,21-03-06T10:28:54Z
LED,AER,2021-05-07T09:55:00Z,UT,370,8261,2021-03-06T20:29:50Z,21-03-06T10:28:54Z
LED,AER,2021-05-08T04:55:00Z,UT,490,7795,2021-03-06T11:58:56Z,21-03-06T10:28:54Z
LED,AER,2021-05-09T04:50:00Z,WZ,703,8027,2021-03-07T15:42:05Z,21-03-06T10:28:54Z
LED,AER,2021-05-10T02:45:00Z,U6,547,7650,2021-03-06T15:23:33Z,21-03-06T10:28:54Z
LED,AER,2021-05-11T02:45:00Z,U6,547,7573,2021-03-08T22:33:00Z,21-03-06T10:28:54Z
LED,AER,2021-05-12T05:55:00Z,5N,545,7830,2021-03-08T00:13:18Z,21-03-06T10:28:54Z
LED,AER,2021-05-13T02:45:00Z,U6,547,7650,2021-03-07T15:40:52Z,21-03-06T10:28:54Z
LED,AER,2021-05-14T05:55:00Z,5N,545,7740,2021-03-06T14:51:42Z,21-03-06T10:28:54Z
LED,AER,2021-05-15T04:50:00Z,WZ,703,8044,2021-03-08T04:25:03Z,21-03-06T10:28:54Z
LED,AER,2021-05-16T05:55:00Z,5N,545,7773,2021-03-08T16:53:12Z,21-03-06T10:28:54Z
LED,AER,2021-05-17T03:55:00Z,ZF,343,7770,2021-03-06T17:13:46Z,21-03-06T10:28:54Z
LED,AER,2021-05-18T05:55:00Z,5N,545,7775,2021-03-07T11:04:33Z,21-03-06T10:28:54Z
LED,AER,2021-05-19T04:55:00Z,UT,490,7790,2021-03-08T15:30:07Z,21-03-06T10:28:54Z
LED,AER,2021-05-20T04:55:00Z,UT,490,7755,2021-03-09T05:35:51Z,21-03-06T10:28:54Z
LED,AER,2021-05-21T04:50:00Z,WZ,703,7885,2021-03-08T13:47:06Z,21-03-06T10:28:54Z
LED,AER,2021-05-22T04:55:00Z,UT,490,7872,2021-03-08T19:01:48Z,21-03-06T10:28:54Z
LED,AER,2021-05-23T04:50:00Z,WZ,703,7885,2021-03-08T09:23:33Z,21-03-06T10:28:54Z
LED,AER,2021-05-24T04:55:00Z,UT,490,7790,2021-03-08T09:43:32Z,21-03-06T10:28:54Z
LED,AER,2021-05-25T04:55:00Z,UT,490,7889,2021-03-09T01:05:31Z,21-03-06T10:28:54Z
LED,AER,2021-05-26T04:55:00Z,UT,490,8309,2021-03-06T18:41:09Z,21-03-06T10:28:54Z
LED,AER,2021-05-27T04:55:00Z,UT,490,8155,2021-03-08T16:50:11Z,21-03-06T10:28:54Z
LED,AER,2021-05-28T04:55:00Z,UT,490,8462,2021-03-08T02:48:51Z,21-03-06T10:28:54Z
LED,AER,2021-05-29T13:35:00Z,WZ,735,7885,2021-03-07T10:33:02Z,21-03-06T10:28:54Z
LED,AER,2021-05-30T13:35:00Z,WZ,735,7885,2021-03-06T12:08:39Z,21-03-06T10:28:54Z
LED,AER,2021-05-31T04:55:00Z,UT,490,7755,2021-03-09T02:00:58Z,21-03-06T10:28:54Z
LED,AER,2021-06-01T17:15:00Z,DP,305,8522,2021-03-08T13:41:39Z,21-03-06T10:28:54Z
LED,AER,2021-06-02T13:35:00Z,WZ,735,7885,2021-03-08T18:23:01Z,21-03-06T10:28:54Z
LED,AER,2021-06-03T17:15:00Z,DP,305,8530,2021-03-07T08:41:21Z,21-03-06T10:28:54Z
LED,AER,2021-06-04T04:50:00Z,WZ,703,8697,2021-03-06T19:09:37Z,21-03-06T10:28:54Z
LED,AER,2021-06-05T17:15:00Z,DP,305,8532,2021-03-07T11:37:59Z,21-03-06T10:28:54Z
LED,AER,2021-06-06T13:35:00Z,WZ,735,9293,2021-03-08T01:37:54Z,21-03-06T10:28:54Z
LED,AER,2021-06-07T17:15:00Z,DP,305,8856,2021-03-08T20:16:33Z,21-03-06T10:28:54Z
LED,AER,2021-06-08T13:35:00Z,WZ,735,8925,2021-03-07T14:44:59Z,21-03-06T10:28:54Z
LED,AER,2021-06-09T17:15:00Z,DP,305,9371,2021-03-07T14:49:34Z,21-03-06T10:28:54Z
LED,AER,2021-06-10T17:15:00Z,DP,305,9371,2021-03-08T18:21:16Z,21-03-06T10:28:54Z
LED,AER,2021-06-11T13:35:00Z,WZ,735,9710,2021-03-09T06:51:35Z,21-03-06T10:28:54Z
LED,AER,2021-06-12T09:00:00Z,FV,6565,10310,2021-03-08T08:10:23Z,21-03-06T10:28:54Z
LED,AER,2021-06-13T17:15:00Z,DP,305,9442,2021-03-08T18:20:20Z,21-03-06T10:28:54Z
LED,AER,2021-06-14T09:00:00Z,FV,6565,10310,2021-03-08T07:44:26Z,21-03-06T10:28:54Z
LED,AER,2021-06-15T17:15:00Z,DP,305,10298,2021-03-07T15:57:57Z,21-03-06T10:28:54Z
LED,AER,2021-06-16T17:15:00Z,DP,305,9886,2021-03-06T19:29:00Z,21-03-06T10:28:54Z
LED,AER,2021-06-17T17:15:00Z,DP,305,9371,2021-03-07T06:47:11Z,21-03-06T10:28:54Z
LED,AER,2021-06-18T09:00:00Z,FV,6565,10310,2021-03-08T22:30:39Z,21-03-06T10:28:54Z
LED,AER,2021-06-19T09:00:00Z,FV,6565,10310,2021-03-08T08:10:22Z,21-03-06T10:28:54Z
LED,AER,2021-06-20T13:35:00Z,WZ,735,10270,2021-03-07T05:43:37Z,21-03-06T10:28:54Z
LED,AER,2021-06-21T17:15:00Z,DP,305,10160,2021-03-07T09:56:31Z,21-03-06T10:28:54Z
LED,AER,2021-06-22T17:15:00Z,DP,305,10071,2021-03-07T16:41:06Z,21-03-06T10:28:54Z
LED,AER,2021-06-23T17:15:00Z,DP,305,10057,2021-03-08T05:21:10Z,21-03-06T10:28:54Z
LED,AER,2021-06-24T08:50:00Z,FV,6565,10310,2021-03-08T09:31:07Z,21-03-06T10:28:54Z
LED,AER,2021-06-25T13:35:00Z,WZ,735,10270,2021-03-08T05:37:18Z,21-03-06T10:28:54Z
LED,AER,2021-06-26T09:00:00Z,FV,6565,10310,2021-03-08T20:31:26Z,21-03-06T10:28:54Z
LED,AER,2021-06-27T04:50:00Z,WZ,703,10270,2021-03-07T02:13:27Z,21-03-06T10:28:54Z
LED,AER,2021-06-28T19:20:00Z,FV,6567,10310,2021-03-08T15:26:57Z,21-03-06T10:28:54Z
LED,AER,2021-06-29T08:50:00Z,FV,6565,10310,2021-03-08T13:38:04Z,21-03-06T10:28:54Z
LED,AER,2021-06-30T08:50:00Z,SU,6565,10310,2021-03-08T11:33:33Z,21-03-06T10:28:54Z
LED,AER,2021-07-01T08:50:00Z,FV,6565,10310,2021-03-08T20:45:42Z,21-03-06T10:28:54Z
LED,AER,2021-07-02T09:00:00Z,FV,6565,10310,2021-03-08T20:45:51Z,21-03-06T10:28:54Z
LED,AER,2021-07-03T19:20:00Z,FV,6567,10310,2021-03-08T18:57:52Z,21-03-06T10:28:54Z
LED,AER,2021-07-04T12:35:00Z,FV,6561,10310,2021-03-08T09:17:28Z,21-03-06T10:28:54Z
LED,AER,2021-07-05T09:00:00Z,FV,6565,10310,2021-03-08T18:29:07Z,21-03-06T10:28:54Z
LED,AER,2021-07-06T08:50:00Z,FV,6565,10310,2021-03-08T15:46:37Z,21-03-06T10:28:54Z
LED,AER,2021-07-07T12:35:00Z,FV,6561,10310,2021-03-08T08:50:55Z,21-03-06T10:28:54Z
LED,AER,2021-07-08T08:50:00Z,FV,6565,10310,2021-03-08T14:22:26Z,21-03-06T10:28:54Z
LED,AER,2021-07-09T09:00:00Z,FV,6565,10310,2021-03-08T18:17:12Z,21-03-06T10:28:54Z
LED,AER,2021-07-10T09:00:00Z,FV,6565,10310,2021-03-08T18:28:50Z,21-03-06T10:28:54Z
LED,AER,2021-07-11T09:00:00Z,SU,6565,10310,2021-03-08T15:51:37Z,21-03-06T10:28:54Z
LED,AER,2021-07-12T09:00:00Z,FV,6565,10310,2021-03-08T16:59:02Z,21-03-06T10:28:54Z
LED,AER,2021-07-13T12:35:00Z,FV,6561,10310,2021-03-09T04:12:20Z,21-03-06T10:28:54Z
LED,AER,2021-07-14T08:50:00Z,FV,6565,10310,2021-03-08T21:32:21Z,21-03-06T10:28:54Z
LED,AER,2021-07-15T08:50:00Z,FV,6565,10310,2021-03-08T08:56:49Z,21-03-06T10:28:54Z
LED,AER,2021-07-16T09:00:00Z,FV,6565,10310,2021-03-08T19:01:56Z,21-03-06T10:28:54Z
LED,AER,2021-07-17T09:00:00Z,FV,6565,10310,2021-03-09T06:54:11Z,21-03-06T10:28:54Z
LED,AER,2021-07-18T19:20:00Z,FV,6567,10310,2021-03-08T21:22:40Z,21-03-06T10:28:54Z
LED,AER,2021-07-19T09:00:00Z,FV,6565,10310,2021-03-09T06:28:51Z,21-03-06T10:28:54Z
LED,AER,2021-07-20T08:50:00Z,FV,6565,10310,2021-03-08T10:38:36Z,21-03-06T10:28:54Z
LED,AER,2021-07-21T13:35:00Z,WZ,735,11697,2021-03-07T09:34:42Z,21-03-06T10:28:54Z
LED,AER,2021-07-22T02:45:00Z,U6,547,12155,2021-03-07T11:03:31Z,21-03-06T10:28:54Z
LED,AER,2021-07-23T09:00:00Z,FV,6565,10310,2021-03-08T21:37:17Z,21-03-06T10:28:54Z
LED,AER,2021-07-24T09:00:00Z,FV,6565,10310,2021-03-08T11:09:53Z,21-03-06T10:28:54Z
LED,AER,2021-07-25T19:20:00Z,FV,6567,10310,2021-03-08T10:39:27Z,21-03-06T10:28:54Z
LED,AER,2021-07-26T09:00:00Z,FV,6565,10310,2021-03-08T19:14:46Z,21-03-06T10:28:54Z
LED,AER,2021-07-27T08:50:00Z,FV,6565,10310,2021-03-09T06:46:28Z,21-03-06T10:28:54Z
LED,AER,2021-07-28T12:35:00Z,FV,6561,10310,2021-03-08T20:19:50Z,21-03-06T10:28:54Z
LED,AER,2021-07-29T08:50:00Z,FV,6565,10310,2021-03-09T05:57:31Z,21-03-06T10:28:54Z
LED,AER,2021-07-30T09:00:00Z,FV,6565,10310,2021-03-08T13:07:41Z,21-03-06T10:28:54Z
LED,AER,2021-07-31T09:00:00Z,FV,6565,10310,2021-03-08T17:19:37Z,21-03-06T10:28:54Z
LED,AER,2021-08-01T19:20:00Z,FV,6567,10310,2021-03-08T20:54:25Z,21-03-06T10:28:54Z
LED,AER,2021-08-02T09:00:00Z,FV,6565,10310,2021-03-09T05:53:21Z,21-03-06T10:28:54Z
LED,AER,2021-08-03T08:50:00Z,FV,6565,10310,2021-03-09T06:19:52Z,21-03-06T10:28:54Z
LED,AER,2021-08-04T12:35:00Z,FV,6561,10310,2021-03-09T06:41:25Z,21-03-06T10:28:54Z
LED,AER,2021-08-05T08:50:00Z,FV,6565,10310,2021-03-09T06:22:17Z,21-03-06T10:28:54Z
LED,AER,2021-08-06T09:00:00Z,FV,6565,10310,2021-03-09T06:05:13Z,21-03-06T10:28:54Z
LED,AER,2021-08-07T09:00:00Z,FV,6565,10310,2021-03-08T09:45:11Z,21-03-06T10:28:54Z
LED,AER,2021-08-08T09:00:00Z,FV,6565,10310,2021-03-08T19:21:07Z,21-03-06T10:28:54Z
LED,AER,2021-08-09T13:35:00Z,WZ,735,10270,2021-03-08T14:08:48Z,21-03-06T10:28:54Z
LED,AER,2021-08-10T17:15:00Z,DP,305,10161,2021-03-08T13:08:59Z,21-03-06T10:28:54Z
LED,AER,2021-08-11T12:35:00Z,FV,6561,11410,2021-03-08T17:47:15Z,21-03-06T10:28:54Z
LED,AER,2021-08-12T17:15:00Z,DP,305,12757,2021-03-07T04:21:52Z,21-03-06T10:28:54Z
LED,AER,2021-08-13T09:00:00Z,FV,6565,10310,2021-03-08T19:45:51Z,21-03-06T10:28:54Z
LED,AER,2021-08-14T19:20:00Z,FV,6567,10310,2021-03-09T01:01:22Z,21-03-06T10:28:54Z
LED,AER,2021-08-15T12:35:00Z,FV,6561,11410,2021-03-08T21:58:43Z,21-03-06T10:28:54Z
LED,AER,2021-08-16T09:00:00Z,FV,6565,10310,2021-03-08T08:13:46Z,21-03-06T10:28:54Z
LED,AER,2021-08-17T12:35:00Z,FV,6561,11053,2021-03-08T20:26:28Z,21-03-06T10:28:54Z
LED,AER,2021-08-18T17:15:00Z,DP,305,10063,2021-03-07T13:49:05Z,21-03-06T10:28:54Z
LED,AER,2021-08-19T13:35:00Z,WZ,735,9458,2021-03-07T07:43:25Z,21-03-06T10:28:54Z
LED,AER,2021-08-20T13:35:00Z,WZ,735,9458,2021-03-07T16:53:54Z,21-03-06T10:28:54Z
LED,AER,2021-08-21T17:15:00Z,DP,305,10161,2021-03-08T16:05:20Z,21-03-06T10:28:54Z
LED,AER,2021-08-22T17:15:00Z,DP,305,10041,2021-03-08T20:48:28Z,21-03-06T10:28:54Z
LED,AER,2021-08-23T17:15:00Z,DP,305,9441,2021-03-08T15:37:51Z,21-03-06T10:28:54Z
LED,AER,2021-08-24T17:15:00Z,DP,305,9939,2021-03-07T14:24:25Z,21-03-06T10:28:54Z
LED,AER,2021-08-25T13:35:00Z,WZ,735,9458,2021-03-08T18:27:23Z,21-03-06T10:28:54Z
LED,AER,2021-08-26T13:35:00Z,WZ,735,10240,2021-03-07T07:40:42Z,21-03-06T10:28:54Z
LED,AER,2021-08-27T13:35:00Z,WZ,735,10897,2021-03-07T09:39:15Z,21-03-06T10:28:54Z
LED,AER,2021-08-28T13:35:00Z,WZ,735,9458,2021-03-08T21:41:24Z,21-03-06T10:28:54Z
LED,AER,2021-08-29T13:35:00Z,WZ,735,9458,2021-03-06T19:46:00Z,21-03-06T10:28:54Z
LED,AER,2021-08-30T13:35:00Z,WZ,735,9458,2021-03-07T12:13:36Z,21-03-06T10:28:54Z
LED,AER,2021-08-31T05:00:00Z,DP,206,11330,2021-03-07T14:18:38Z,21-03-06T10:28:54Z
LED,AER,2021-09-01T13:35:00Z,WZ,735,9458,2021-03-08T09:08:11Z,21-03-06T10:28:54Z
LED,AER,2021-09-02T13:35:00Z,WZ,735,9112,2021-03-08T20:06:03Z,21-03-06T10:28:54Z
LED,AER,2021-09-03T13:35:00Z,WZ,735,10296,2021-03-06T12:44:45Z,21-03-06T10:28:54Z
LED,AER,2021-09-04T13:35:00Z,WZ,735,10270,2021-03-09T05:33:36Z,21-03-06T10:28:54Z
LED,AER,2021-09-05T17:15:00Z,DP,305,10054,2021-03-07T13:15:02Z,21-03-06T10:28:54Z
LED,AER,2021-09-06T04:10:00Z,DP,204,9874,2021-03-09T06:08:24Z,21-03-06T10:28:54Z
LED,AER,2021-09-07T05:00:00Z,DP,206,10017,2021-03-07T13:53:07Z,21-03-06T10:28:54Z
LED,AER,2021-09-08T05:00:00Z,DP,206,10090,2021-03-08T12:55:44Z,21-03-06T10:28:54Z
LED,AER,2021-09-09T02:45:00Z,U6,547,10695,2021-03-07T07:25:36Z,21-03-06T10:28:54Z
LED,AER,2021-09-10T05:55:00Z,5N,545,10067,2021-03-06T14:57:26Z,21-03-06T10:28:54Z
LED,AER,2021-09-11T17:15:00Z,DP,305,10097,2021-03-06T15:46:26Z,21-03-06T10:28:54Z
LED,AER,2021-09-12T19:20:00Z,FV,6567,10310,2021-03-08T16:49:49Z,21-03-06T10:28:54Z
LED,AER,2021-09-13T13:35:00Z,WZ,735,10069,2021-03-08T17:14:55Z,21-03-06T10:28:54Z
LED,AER,2021-09-14T13:35:00Z,WZ,735,10049,2021-03-08T22:01:19Z,21-03-06T10:28:54Z
LED,AER,2021-09-15T13:35:00Z,WZ,735,10032,2021-03-06T13:30:30Z,21-03-06T10:28:54Z
LED,AER,2021-09-16T13:35:00Z,WZ,735,9521,2021-03-07T13:34:13Z,21-03-06T10:28:54Z
LED,AER,2021-09-17T13:35:00Z,WZ,735,10054,2021-03-08T19:09:11Z,21-03-06T10:28:54Z
LED,AER,2021-09-18T13:35:00Z,WZ,735,9631,2021-03-07T16:31:03Z,21-03-06T10:28:54Z
LED,AER,2021-09-19T13:35:00Z,WZ,735,10086,2021-03-08T20:17:01Z,21-03-06T10:28:54Z
LED,AER,2021-09-20T05:55:00Z,5N,545,9600,2021-03-08T06:28:49Z,21-03-06T10:28:54Z
LED,AER,2021-09-21T13:35:00Z,WZ,735,8814,2021-03-08T10:09:58Z,21-03-06T10:28:54Z
LED,AER,2021-09-22T05:55:00Z,5N,545,9600,2021-03-08T10:12:44Z,21-03-06T10:28:54Z
LED,AER,2021-09-23T08:50:00Z,FV,6565,10310,2021-03-08T07:37:29Z,21-03-06T10:28:54Z
LED,AER,2021-09-24T05:55:00Z,5N,545,9600,2021-03-08T12:09:36Z,21-03-06T10:28:54Z
LED,AER,2021-09-25T05:55:00Z,5N,545,9600,2021-03-08T14:47:05Z,21-03-06T10:28:54Z
LED,AER,2021-09-26T05:55:00Z,5N,545,8857,2021-03-06T17:47:16Z,21-03-06T10:28:54Z
